brand,total,5*,4*,3*,2*,1*,
Clear,11,4,0,1,2,4,
Clear,5,3,0,0,1,1,
Clear,132,69,26,13,3,21,
Clear,1819,1121,426,156,55,61,
Closeup,5,4,0,0,0,1,
Closeup,4,0,0,0,2,2,
Closeup,10,6,2,1,0,1,
Closeup,15,9,4,0,1,1,
Closeup,4,1,1,1,0,1,
Closeup,3,2,0,0,0,1,
Closeup,39,11,8,8,4,8,
Pears,5639,3604,1321,421,127,166,
Pears,438,167,90,88,39,54,
Pears,5,3,1,1,0,0,
Pears,3,0,1,1,0,1,
Pears,3,3,0,0,0,0,
Pears,4,2,2,0,0,0,
Pears,4,0,1,0,1,2,
Pears,4,1,1,2,0,0,
Pears,13,5,1,1,0,6,
Pears,7,2,1,1,0,3,
Lakme,7091,3980,1723,845,242,301,
Lakme,14729,8340,3357,1589,575,868,
Lakme,22460,13998,5443,1841,507,671,
Lakme,17998,10107,4540,2075,582,694,
Lakme,5616,2986,1443,668,221,298,
Lakme,18487,10549,4541,1948,583,866,
Lakme,5616,2986,1443,668,221,298,
Lakme,7822,4359,1757,837,359,510,
Lakme,18095,9916,4502,2157,704,816,
Lakme,3200,1689,851,389,122,149,
Lakme,6555,3658,1583,728,241,345,
Lakme,6555,3658,1583,728,241,345,
Lakme,2630,1530,575,290,83,152,
Lakme,7167,4308,1670,706,210,273,
Lakme,208,139,44,15,3,7,
Lakme,20592,11245,5033,2421,867,1026,
Lakme,5106,2808,1228,581,194,295,
Lakme,14063,7605,3662,1595,490,711,
Lakme,7167,4308,1670,706,210,273,
TIGI,22,14,3,5,0,0,
TIGI,81,50,13,5,4,9,
TIGI,78,54,18,1,1,4,
TIGI,12,7,4,0,1,0,
TIGI,86,55,19,3,1,8,
TIGI,16,10,2,1,2,1,
TIGI,21,15,6,0,0,0,
TIGI,4,3,0,0,0,1,
TIGI,7,5,1,0,0,1,
TIGI,6,3,0,2,0,1,
TIGI,76,44,16,9,3,4,
TIGI,19,11,6,0,1,1,
TIGI,10,9,1,0,0,0,
TIGI,11,7,1,1,0,2,
TIGI,18,12,3,3,0,0,
TIGI,10,9,1,0,0,0,
TIGI,11,9,2,0,0,0,
TIGI,76,48,17,6,1,4,
TIGI,3,3,0,0,0,0,
TIGI,8,6,0,2,0,0,
TIGI,54,26,13,7,4,4,
TIGI,27,13,7,5,1,1,
TIGI,23,14,5,2,1,1,
TIGI,5,2,1,1,0,1,
TIGI,3,3,0,0,0,0,
TIGI,36,24,6,1,4,1,
TIGI,6,3,1,2,0,0,
TIGI,14,10,2,0,1,1,
TIGI,14,6,4,2,1,1,
Toni&Guy,216,107,42,33,12,22,
Toni&Guy,5,2,0,2,0,1,
Toni&Guy,58,30,11,4,5,8,
Toni&Guy,202,104,49,23,11,15,
Toni&Guy,4,3,1,0,0,0,
Toni&Guy,26,11,6,3,0,6,
Toni&Guy,7,6,0,0,0,1,
Toni&Guy,1,0,0,0,0,1,
Toni&Guy,243,120,62,34,14,13,
Toni&Guy,10,4,3,0,0,3,
Toni&Guy,4,1,1,1,0,1,
Toni&Guy,282,122,64,53,13,30,
Brylcreem,112,49,26,15,4,18,
Brylcreem,403,224,77,51,20,31,
Brylcreem,54,26,13,5,7,3,
Brylcreem,402,233,69,44,23,33,
Brylcreem,211,107,53,29,8,14,
Brylcreem,14,7,4,1,1,1,
Brylcreem,7,3,3,0,1,0,
Brylcreem,5,0,2,0,3,0,
Brylcreem,50,29,9,7,1,4,
Brylcreem,18,13,3,1,1,0,
Brylcreem,128,66,40,17,2,3,
Brylcreem,15,8,1,1,2,3,
Brylcreem,13,7,3,3,0,0,
Brylcreem,24,13,4,4,1,2,
Brylcreem,71,32,17,8,4,10,
Brylcreem,11,7,0,2,0,2,
Brylcreem,22,13,6,1,0,2,
Brylcreem,12,7,2,2,0,1,
Brylcreem,34,19,4,5,1,5,
Brylcreem,22,12,4,5,1,0,
Brylcreem,6,5,0,0,0,1,
Brylcreem,156,63,38,20,12,23,
Brylcreem,9,3,3,1,0,2,
Brylcreem,22,12,5,3,1,1,
Brylcreem,41,13,6,14,2,6,
Brylcreem,229,118,53,36,8,14,
Brylcreem,40,23,9,3,2,3,
Clinic Plus,415,255,80,39,11,30,
Clinic Plus,90,45,22,12,5,6,
Clinic Plus,9,4,3,0,1,1,
Clinic Plus,83,48,19,4,3,9,
Clinic Plus,2077,1237,440,212,73,115,
Clinic Plus,15,8,2,0,0,5,
Clinic Plus,8,4,0,1,0,3,
Clinic Plus,5,4,0,0,0,1,
Clinic Plus,5,3,1,0,0,1,
Clinic Plus,3,1,1,0,0,1,
Clinic Plus,3,3,0,0,0,0,
Clinic Plus,415,255,80,39,11,30,
Clinic Plus,14,9,1,1,1,2,
Clinic Plus,68,35,16,6,2,9,
Clinic Plus,3,3,0,0,0,0,
Clinic Plus,941,502,216,106,47,70,
Elle 18,47,27,13,2,2,3,
Elle 18,18,9,3,3,2,1,
Elle 18,2038,1169,501,215,62,91,
Elle 18,137,73,37,15,4,8,
Elle 18,95,50,28,8,2,7,
Elle 18,99,53,21,12,7,6,
Elle 18,90,47,22,15,2,4,
Hamam,5,1,3,0,0,1,
Hamam,7,6,1,0,0,0,
Hamam,9,5,2,1,0,1,
Hamam,1,0,0,0,0,1,
Hamam,10,4,1,2,1,2,
Indulekha,261,114,50,40,22,35,
Indulekha,353,168,60,27,24,74,
Indulekha,319,153,54,35,24,53,
Indulekha,129,45,23,15,11,35,
Indulekha,1070,519,191,128,61,171,
Indulekha,419,198,96,48,31,46,
Indulekha,57,29,9,3,8,8,
Indulekha,437,183,68,51,34,101,
Indulekha,20,7,6,2,1,4,
Indulekha,31,13,6,4,3,5,
Indulekha,8,4,1,1,1,1,
Indulekha,2704,1215,589,347,165,388,
Indulekha,74,37,13,6,2,16,
Indulekha,1045,498,168,119,71,189,
Indulekha,1186,528,222,171,71,194,
Indulekha,32,12,9,6,2,3,
Indulekha,14,8,2,0,2,2,
Indulekha,66,33,10,6,6,11,
Indulekha,2888,1341,451,322,206,568,
Indulekha,3184,1438,649,384,192,521,
Indulekha,73,33,13,9,4,14,
Indulekha,184,75,34,26,14,35,
Indulekha,227,110,41,35,11,30,
Indulekha,584,284,97,74,30,99,
Indulekha,46,19,13,8,2,4,
Lever ayush,241,146,47,28,8,12,
Lever ayush,432,229,116,53,17,17,
Lever ayush,12,6,4,1,0,1,
Lever ayush,19,11,2,0,1,5,
Liril,239,134,62,25,11,7,
Liril,65,37,12,6,4,6,
Liril,74,30,13,11,8,12,
Liril,68,38,10,12,2,6,
Liril,3,1,0,1,0,1,
Pure Derm,254,139,58,27,12,18,
Pure Derm,10,5,2,1,1,1,
Pure Derm,5,3,1,0,0,1,
Pure Derm,1,0,1,0,0,0,
PureIT,82,49,21,5,3,4,
PureIT,218,127,47,11,7,26,
PureIT,379,200,93,25,11,50,
PureIT,65,33,18,7,1,6,
PureIT,47,25,11,6,1,4,
PureIT,18,9,4,1,0,4,
PureIT,32,14,11,3,2,2,
PureIT,62,30,12,4,7,9,
PureIT,147,65,38,13,4,27,
PureIT,40,17,10,3,3,7,
PureIT,235,122,62,17,9,25,
PureIT,321,183,73,30,7,28,
PureIT,5,3,1,1,0,0,
PureIT,35,13,9,3,4,6,
PureIT,38,17,7,6,4,4,
PureIT,8,4,2,0,1,1,
PureIT,3,0,3,0,0,0,
PureIT,268,123,65,27,21,32,
PureIT,46,21,12,4,1,8,
PureIT,8,4,2,0,0,2,
PureIT,106,56,18,12,3,17,
PureIT,537,292,146,49,17,33,
PureIT,32,13,13,3,0,3,
